Gene stable ID	Gene stable ID version	NCBI gene ID	HGNC symbol
ENSG00000110497	ENSG00000110497.14	55626	AMBRA1
ENSG00000260400	ENSG00000260400.1		
ENSG00000275454	ENSG00000275454.1		
ENSG00000240827	ENSG00000240827.1		
ENSG00000244153	ENSG00000244153.1		WWP1P1
ENSG00000274515	ENSG00000274515.1		
ENSG00000229520	ENSG00000229520.1		LINC00404
ENSG00000143442	ENSG00000143442.21	23126	POGZ
ENSG00000250566	ENSG00000250566.1		UGT2B29P
ENSG00000237988	ENSG00000237988.4		OR2I1P
ENSG00000231975	ENSG00000231975.2	401250	MCCD1
ENSG00000259969	ENSG00000259969.1		
ENSG00000232823	ENSG00000232823.2		TXNP1
ENSG00000227277	ENSG00000227277.9	6048	RNF5
ENSG00000272994	ENSG00000272994.1		
ENSG00000187140	ENSG00000187140.5	27022	FOXD3
ENSG00000135974	ENSG00000135974.9	79074	C2orf49
ENSG00000230624	ENSG00000230624.10	7919	DDX39B
ENSG00000213131	ENSG00000213131.3		YWHAZP4
ENSG00000230798	ENSG00000230798.5	100996301	FOXD3-AS1
ENSG00000228548	ENSG00000228548.1		ITPKB-AS1
ENSG00000118939	ENSG00000118939.17	7347	UCHL3
ENSG00000254433	ENSG00000254433.1		
ENSG00000143772	ENSG00000143772.9	3707	ITPKB
ENSG00000236401	ENSG00000236401.1		SLC4A1APP2
ENSG00000127578	ENSG00000127578.6	117166	WFIKKN1
ENSG00000223847	ENSG00000223847.1		
ENSG00000220744	ENSG00000220744.1		RPL5P18
ENSG00000271776	ENSG00000271776.1		
ENSG00000262529	ENSG00000262529.1		
ENSG00000276564	ENSG00000276564.1		
ENSG00000229249	ENSG00000229249.6		LINC00446
ENSG00000197562	ENSG00000197562.9	57799	RAB40C
ENSG00000066455	ENSG00000066455.12	9950	GOLGA5
ENSG00000254535	ENSG00000254535.3	132430	PABPC4L
ENSG00000186260	ENSG00000186260.16	57496	MKL2
ENSG00000139826	ENSG00000139826.5	84945	ABHD13
ENSG00000273713	ENSG00000273713.2	50835	TAS2R9
ENSG00000277791	ENSG00000277791.4	5691	PSMB3
ENSG00000227293	ENSG00000227293.1		
ENSG00000213500	ENSG00000213500.3		LAP3P2
ENSG00000225815	ENSG00000225815.2		
ENSG00000281450	ENSG00000281450.1	101154753	PANDAR
ENSG00000270494	ENSG00000270494.1		
ENSG00000275871	ENSG00000275871.1		
ENSG00000214643	ENSG00000214643.6	403339	DEFB133
ENSG00000249669	ENSG00000249669.9		CARMN
ENSG00000270276	ENSG00000270276.2	554313	HIST2H4B
ENSG00000244247	ENSG00000244247.1	105374244	LINC01995
ENSG00000245105	ENSG00000245105.2	144571	A2M-AS1
ENSG00000177684	ENSG00000177684.3	245928	DEFB114
ENSG00000232189	ENSG00000232189.2		TMEM183AP1
ENSG00000067842	ENSG00000067842.17	492	ATP2B3
ENSG00000225955	ENSG00000225955.2		OR2H5P
ENSG00000228766	ENSG00000228766.3		RPL7L1P8
ENSG00000064270	ENSG00000064270.12	9914	ATP2C2
ENSG00000101096	ENSG00000101096.19	4773	NFATC2
ENSG00000203852	ENSG00000203852.3	333932	HIST2H3A
ENSG00000099804	ENSG00000099804.8	997	CDC34
ENSG00000214642	ENSG00000214642.1	245927	DEFB113
ENSG00000237112	ENSG00000237112.8	2550	GABBR1
ENSG00000273217	ENSG00000273217.1		
ENSG00000238837	ENSG00000238837.3		LINC02031
ENSG00000282961	ENSG00000282961.1	101867536	PRNCR1
ENSG00000164649	ENSG00000164649.19	55536	CDCA7L
ENSG00000217128	ENSG00000217128.11	96459	FNIP1
ENSG00000224722	ENSG00000224722.3		
ENSG00000258519	ENSG00000258519.1		
ENSG00000261105	ENSG00000261105.5	101927155	LMO7-AS1
ENSG00000230736	ENSG00000230736.2	339666	
ENSG00000180189	ENSG00000180189.10		HMGB1P14
ENSG00000243519	ENSG00000243519.1		IGLVIVOR22-2
ENSG00000074842	ENSG00000074842.7	56005	MYDGF
ENSG00000254166	ENSG00000254166.2	103164619	CASC19
ENSG00000143603	ENSG00000143603.18	3782	KCNN3
ENSG00000131966	ENSG00000131966.13	55860	ACTR10
ENSG00000261553	ENSG00000261553.5		
ENSG00000128276	ENSG00000128276.10	10738	RFPL3
ENSG00000228382	ENSG00000228382.1		ITPKB-IT1
ENSG00000136153	ENSG00000136153.19	4008	LMO7
ENSG00000241954	ENSG00000241954.1		
ENSG00000170779	ENSG00000170779.10	55038	CDCA4
ENSG00000205853	ENSG00000205853.10		RFPL3S
ENSG00000239445	ENSG00000239445.5	100874207	ST3GAL6-AS1
ENSG00000278307	ENSG00000278307.3	259294	TAS2R19
ENSG00000229668	ENSG00000229668.1		
ENSG00000277254	ENSG00000277254.1	50838	TAS2R13
ENSG00000226234	ENSG00000226234.2		KRT18P24
ENSG00000266896	ENSG00000266896.1		
ENSG00000277823	ENSG00000277823.3	5554	PRH1
ENSG00000140104	ENSG00000140104.13	122616	CLBA1
ENSG00000268565	ENSG00000268565.1		
ENSG00000130023	ENSG00000130023.15	55780	ERMARD
ENSG00000064225	ENSG00000064225.12	10402	ST3GAL6
ENSG00000185361	ENSG00000185361.8	126282	TNFAIP8L1
ENSG00000271093	ENSG00000271093.1		IGLCOR22-2
ENSG00000249727	ENSG00000249727.1		
ENSG00000251256	ENSG00000251256.1		LINC02358
ENSG00000275679	ENSG00000275679.4	5555	PRH2
ENSG00000239716	ENSG00000239716.1		
ENSG00000242536	ENSG00000242536.1		
ENSG00000270132	ENSG00000270132.1		
ENSG00000165775	ENSG00000165775.17	65991	FUNDC2
ENSG00000104415	ENSG00000104415.13	8840	WISP1
ENSG00000229524	ENSG00000229524.10	7917	BAG6
ENSG00000277238	ENSG00000277238.2	50839	TAS2R10
ENSG00000124762	ENSG00000124762.13	1026	CDKN1A
ENSG00000282079	ENSG00000282079.1		TAS2R64P
ENSG00000262470	ENSG00000262470.2		TVP23CP2
ENSG00000277454	ENSG00000277454.2		
ENSG00000276167	ENSG00000276167.1	259296	TAS2R50
ENSG00000204469	ENSG00000204469.12	7916	PRRC2A
ENSG00000282363	ENSG00000282363.1		
ENSG00000276541	ENSG00000276541.2	50840	TAS2R14
ENSG00000238289	ENSG00000238289.9	4277	MICB
ENSG00000278111	ENSG00000278111.4	259292	TAS2R46
ENSG00000282174	ENSG00000282174.1		
ENSG00000282546	ENSG00000282546.1		
ENSG00000268257	ENSG00000268257.2	100271873	AIRN
ENSG00000282537	ENSG00000282537.1	259289	TAS2R43
ENSG00000282537	ENSG00000282537.1	259291	TAS2R43
ENSG00000269130	ENSG00000269130.1		SIGLEC28P
ENSG00000225647	ENSG00000225647.1		
ENSG00000281930	ENSG00000281930.1	100129361	SMIM10L1
ENSG00000268267	ENSG00000268267.1		SIGLEC29P
ENSG00000197081	ENSG00000197081.12	3482	IGF2R
ENSG00000282675	ENSG00000282675.1		
ENSG00000276217	ENSG00000276217.2		TAS2R15P
ENSG00000235389	ENSG00000235389.2		
ENSG00000282612	ENSG00000282612.1	259295	TAS2R20
ENSG00000265205	ENSG00000265205.1		
ENSG00000212695	ENSG00000212695.5		
ENSG00000132581	ENSG00000132581.9	6388	SDF2
ENSG00000282256	ENSG00000282256.1	259290	TAS2R31
ENSG00000248317	ENSG00000248317.1		
ENSG00000260927	ENSG00000260927.1		
ENSG00000264207	ENSG00000264207.1		
ENSG00000274699	ENSG00000274699.4	259293	TAS2R30
ENSG00000131467	ENSG00000131467.10	10197	PSME3
ENSG00000234095	ENSG00000234095.1		HLA-N
ENSG00000070770	ENSG00000070770.8	1459	CSNK2A2
ENSG00000184678	ENSG00000184678.10	8349	HIST2H2BE
ENSG00000244422	ENSG00000244422.3		RPL38P3
ENSG00000282269	ENSG00000282269.1	11272	PRR4
ENSG00000102524	ENSG00000102524.11	10673	TNFSF13B
ENSG00000113712	ENSG00000113712.17	1452	CSNK1A1
ENSG00000106070	ENSG00000106070.17	2887	GRB10
ENSG00000250646	ENSG00000250646.1		
ENSG00000262681	ENSG00000262681.2		
ENSG00000243378	ENSG00000243378.1		
ENSG00000128052	ENSG00000128052.8	3791	KDR
ENSG00000260377	ENSG00000260377.1		
ENSG00000203970	ENSG00000203970.3	245913	DEFB110
ENSG00000229750	ENSG00000229750.1		
ENSG00000103496	ENSG00000103496.14	6810	STX4
ENSG00000109111	ENSG00000109111.14	6830	SUPT6H
ENSG00000282594	ENSG00000282594.1	731779	LINC01300
ENSG00000229391	ENSG00000229391.7	3128	HLA-DRB6
ENSG00000240063	ENSG00000240063.1		
ENSG00000204356	ENSG00000204356.13	7936	NELFE
ENSG00000274333	ENSG00000274333.4		
ENSG00000282293	ENSG00000282293.1		TAS2R63P
ENSG00000127533	ENSG00000127533.3	9002	F2RL3
ENSG00000232164	ENSG00000232164.1	729348	LINC01873
ENSG00000260867	ENSG00000260867.1		
ENSG00000131844	ENSG00000131844.15	64087	MCCC2
ENSG00000237152	ENSG00000237152.3	100874074	DLEU7-AS1
ENSG00000183423	ENSG00000183423.11	345193	LRIT3
ENSG00000214359	ENSG00000214359.3		RPL18P10
ENSG00000277246	ENSG00000277246.1		
ENSG00000268985	ENSG00000268985.1		
ENSG00000270425	ENSG00000270425.1		
ENSG00000223676	ENSG00000223676.1		RPL34P26
ENSG00000261286	ENSG00000261286.1	105371374	ATP2C2-AS1
ENSG00000158987	ENSG00000158987.20	51735	RAPGEF6
ENSG00000205174	ENSG00000205174.4		C7orf66
ENSG00000231607	ENSG00000231607.10		DLEU2
ENSG00000160111	ENSG00000160111.12	27151	CPAMD8
ENSG00000139971	ENSG00000139971.15	145407	C14orf37
ENSG00000279043	ENSG00000279043.1		
ENSG00000229603	ENSG00000229603.1		
ENSG00000227968	ENSG00000227968.1		BUB3P1
ENSG00000230941	ENSG00000230941.1		
ENSG00000234273	ENSG00000234273.1		
ENSG00000274183	ENSG00000274183.1	474382	H2AFB1
ENSG00000255033	ENSG00000255033.1		SERPINA15P
ENSG00000121542	ENSG00000121542.11	26984	SEC22A
ENSG00000253434	ENSG00000253434.5	105375706	LINC02237
ENSG00000253156	ENSG00000253156.1		
ENSG00000257053	ENSG00000257053.1		
ENSG00000186594	ENSG00000186594.14	84981	MIR22HG
ENSG00000254262	ENSG00000254262.1		
ENSG00000260892	ENSG00000260892.1		
ENSG00000173546	ENSG00000173546.7	1464	CSPG4
ENSG00000089041	ENSG00000089041.16	5027	P2RX7
ENSG00000132323	ENSG00000132323.8	80895	ILKAP
ENSG00000260296	ENSG00000260296.1		
ENSG00000279636	ENSG00000279636.2	55451	
ENSG00000185010	ENSG00000185010.13	2157	F8
ENSG00000196126	ENSG00000196126.11	3123	HLA-DRB1
ENSG00000258682	ENSG00000258682.1		
ENSG00000100567	ENSG00000100567.12	5684	PSMA3
ENSG00000236422	ENSG00000236422.1		HCG19P
ENSG00000231659	ENSG00000231659.1		UBQLN1P1
ENSG00000184368	ENSG00000184368.15	256714	MAP7D2
ENSG00000203392	ENSG00000203392.3		
ENSG00000226082	ENSG00000226082.2		
ENSG00000230192	ENSG00000230192.1		
ENSG00000283384	ENSG00000283384.1		
ENSG00000271368	ENSG00000271368.1		
ENSG00000237064	ENSG00000237064.1	442720	EIF3IP1
ENSG00000183718	ENSG00000183718.5	84851	TRIM52
ENSG00000227333	ENSG00000227333.8	10919	EHMT2
ENSG00000242841	ENSG00000242841.1		KRT8P35
ENSG00000244342	ENSG00000244342.5	285401	LINC00698
ENSG00000266844	ENSG00000266844.1		
ENSG00000233937	ENSG00000233937.6		
ENSG00000065485	ENSG00000065485.19	10954	PDIA5
ENSG00000232199	ENSG00000232199.1		RPL3P8
ENSG00000232087	ENSG00000232087.1		HCFC2P1
ENSG00000278424	ENSG00000278424.1		
ENSG00000230551	ENSG00000230551.4		
ENSG00000226965	ENSG00000226965.1	105375451	
ENSG00000278330	ENSG00000278330.1		
ENSG00000241112	ENSG00000241112.1		RPL29P14
ENSG00000280402	ENSG00000280402.1		
ENSG00000279568	ENSG00000279568.1		
ENSG00000153885	ENSG00000153885.14	79047	KCTD15
ENSG00000248275	ENSG00000248275.1	100507602	TRIM52-AS1
ENSG00000275178	ENSG00000275178.1		
ENSG00000261288	ENSG00000261288.1		
ENSG00000261093	ENSG00000261093.1		
ENSG00000279162	ENSG00000279162.1		
ENSG00000261140	ENSG00000261140.1		
ENSG00000105497	ENSG00000105497.7	7728	ZNF175
ENSG00000197971	ENSG00000197971.14	4155	MBP
ENSG00000140992	ENSG00000140992.18	5170	PDPK1
ENSG00000167716	ENSG00000167716.18	124997	WDR81
ENSG00000274270	ENSG00000274270.1		
ENSG00000186047	ENSG00000186047.9	220107	DLEU7
ENSG00000183484	ENSG00000183484.11	29933	GPR132
ENSG00000198553	ENSG00000198553.8	283518	KCNRG
ENSG00000058600	ENSG00000058600.15	55718	POLR3E
ENSG00000058600	ENSG00000058600.15	101060521	POLR3E
ENSG00000271321	ENSG00000271321.1	340307	CTAGE6
ENSG00000176124	ENSG00000176124.11	10301	DLEU1
ENSG00000108592	ENSG00000108592.16	117246	FTSJ3
ENSG00000282573	ENSG00000282573.1		
ENSG00000235491	ENSG00000235491.1		LINC01889
ENSG00000256973	ENSG00000256973.1		
ENSG00000275181	ENSG00000275181.2	2843	GPR20
ENSG00000262791	ENSG00000262791.1		
ENSG00000270808	ENSG00000270808.1		
ENSG00000238273	ENSG00000238273.3		
ENSG00000250057	ENSG00000250057.1		
ENSG00000279088	ENSG00000279088.1		
ENSG00000128272	ENSG00000128272.14	468	ATF4
ENSG00000250677	ENSG00000250677.1		
ENSG00000248401	ENSG00000248401.2		
ENSG00000115641	ENSG00000115641.18	2274	FHL2
ENSG00000249681	ENSG00000249681.2		KRT19P3
ENSG00000253882	ENSG00000253882.6	154761	
ENSG00000269388	ENSG00000269388.1		
ENSG00000267808	ENSG00000267808.1		
ENSG00000240494	ENSG00000240494.2		RPS12P28
ENSG00000255239	ENSG00000255239.1		TREHP1
ENSG00000196735	ENSG00000196735.11	3117	HLA-DQA1
ENSG00000251497	ENSG00000251497.2	100507091	PITPNM2-AS1
ENSG00000260995	ENSG00000260995.1	101927450	
ENSG00000257556	ENSG00000257556.1		LINC02298
ENSG00000090975	ENSG00000090975.12	57605	PITPNM2
ENSG00000159860	ENSG00000159860.6		TCAF2P1
ENSG00000232145	ENSG00000232145.1		
ENSG00000241136	ENSG00000241136.1		PAICSP6
ENSG00000008988	ENSG00000008988.9	6224	RPS20
ENSG00000275575	ENSG00000275575.4	11156	PTP4A3
ENSG00000254415	ENSG00000254415.3	100049587	SIGLEC14
ENSG00000108448	ENSG00000108448.21	147166	TRIM16L
ENSG00000089057	ENSG00000089057.14	9962	SLC23A2
ENSG00000249372	ENSG00000249372.1		ATP6V1G1P6
ENSG00000244071	ENSG00000244071.1		RPL9P33
ENSG00000132842	ENSG00000132842.13	8546	AP3B1
ENSG00000268500	ENSG00000268500.5		
ENSG00000232194	ENSG00000232194.1		
ENSG00000184260	ENSG00000184260.5	8338	HIST2H2AC
ENSG00000250762	ENSG00000250762.1		
ENSG00000143199	ENSG00000143199.17	55811	ADCY10
ENSG00000198812	ENSG00000198812.4	376132	LRRC10
ENSG00000184270	ENSG00000184270.4	317772	HIST2H2AB
ENSG00000178096	ENSG00000178096.8	51027	BOLA1
ENSG00000282181	ENSG00000282181.1	389690	MROH5
ENSG00000282477	ENSG00000282477.1	101930072	
ENSG00000229706	ENSG00000229706.4		PPIAP9
ENSG00000126581	ENSG00000126581.12	8678	BECN1
ENSG00000276293	ENSG00000276293.4	8396	PIP4K2B
ENSG00000100441	ENSG00000100441.9	23351	KHNYN
ENSG00000105501	ENSG00000105501.12	8778	SIGLEC5
ENSG00000108602	ENSG00000108602.17	218	ALDH3A1
ENSG00000213073	ENSG00000213073.4	729603	
ENSG00000173085	ENSG00000173085.13	27235	COQ2
ENSG00000273837	ENSG00000273837.1		
ENSG00000133985	ENSG00000133985.2	23508	TTC9
ENSG00000257621	ENSG00000257621.7	379025	PSMA3-AS1
ENSG00000267417	ENSG00000267417.1		
ENSG00000255853	ENSG00000255853.1		
ENSG00000256310	ENSG00000256310.1		NDUFA5P6
ENSG00000126698	ENSG00000126698.10	22826	DNAJC8
ENSG00000188386	ENSG00000188386.6	5535	PPP3R2
ENSG00000087191	ENSG00000087191.12	5705	PSMC5
ENSG00000057019	ENSG00000057019.15	131566	DCBLD2
ENSG00000278866	ENSG00000278866.1		
ENSG00000256732	ENSG00000256732.1	100996671	
ENSG00000198785	ENSG00000198785.4	116443	GRIN3A
ENSG00000278376	ENSG00000278376.1		
ENSG00000110367	ENSG00000110367.11	1656	DDX6
ENSG00000255900	ENSG00000255900.1		
ENSG00000279171	ENSG00000279171.1		
ENSG00000255944	ENSG00000255944.1		
ENSG00000136883	ENSG00000136883.13	113220	KIF12
ENSG00000138798	ENSG00000138798.11	1950	EGF
ENSG00000280381	ENSG00000280381.1		
ENSG00000234668	ENSG00000234668.3	534	ATP6V1G2
ENSG00000279822	ENSG00000279822.1		
ENSG00000074356	ENSG00000074356.16	55421	NCBP3
ENSG00000243314	ENSG00000243314.1		
ENSG00000243023	ENSG00000243023.2		UBA52P3
ENSG00000100445	ENSG00000100445.17	56948	SDR39U1
ENSG00000243150	ENSG00000243150.5	100996447	
ENSG00000258836	ENSG00000258836.2		
ENSG00000224069	ENSG00000224069.1		
ENSG00000224260	ENSG00000224260.6		
ENSG00000168779	ENSG00000168779.19	6474	SHOX2
ENSG00000236019	ENSG00000236019.1	106478957	DDX39B-AS1
ENSG00000233688	ENSG00000233688.1		
ENSG00000187051	ENSG00000187051.8	91582	RPS19BP1
ENSG00000258689	ENSG00000258689.1	103695436	LINC01269
ENSG00000282315	ENSG00000282315.1		HNRNPA1P38
ENSG00000241357	ENSG00000241357.1		
ENSG00000236547	ENSG00000236547.1		RPL15P4
ENSG00000237859	ENSG00000237859.2		EEF1A1P31
ENSG00000240211	ENSG00000240211.1		
ENSG00000238183	ENSG00000238183.2		RPS27P5
ENSG00000160813	ENSG00000160813.6	221908	PPP1R35
ENSG00000282029	ENSG00000282029.1		
ENSG00000196968	ENSG00000196968.10	170384	FUT11
ENSG00000250957	ENSG00000250957.1		
ENSG00000248174	ENSG00000248174.5	101928509	LINC02268
ENSG00000251213	ENSG00000251213.1		
ENSG00000277203	ENSG00000277203.1	8263	F8A1
ENSG00000006432	ENSG00000006432.15	4293	MAP3K9
ENSG00000255388	ENSG00000255388.5		
ENSG00000265693	ENSG00000265693.1		
ENSG00000282413	ENSG00000282413.1		
ENSG00000176986	ENSG00000176986.15	9632	SEC24C
ENSG00000270300	ENSG00000270300.2		PHACTR2P1
ENSG00000233922	ENSG00000233922.2	105372840	LINC01694
ENSG00000255563	ENSG00000255563.1		
ENSG00000198825	ENSG00000198825.12	22876	INPP5F
ENSG00000242729	ENSG00000242729.1		
ENSG00000236372	ENSG00000236372.1		
ENSG00000235899	ENSG00000235899.1	101927171	LINC01564
ENSG00000235152	ENSG00000235152.1		
ENSG00000107821	ENSG00000107821.14	81621	KAZALD1
ENSG00000224436	ENSG00000224436.1		
ENSG00000257452	ENSG00000257452.1		
ENSG00000258159	ENSG00000258159.1		IMMP1LP2
ENSG00000253160	ENSG00000253160.1		
ENSG00000135314	ENSG00000135314.12	80759	KHDC1
ENSG00000111335	ENSG00000111335.12	4939	OAS2
ENSG00000176563	ENSG00000176563.9	124817	CNTD1
ENSG00000159618	ENSG00000159618.15	221188	ADGRG5
ENSG00000104825	ENSG00000104825.16	4793	NFKBIB
ENSG00000277143	ENSG00000277143.1		
ENSG00000170545	ENSG00000170545.16	57228	SMAGP
ENSG00000163376	ENSG00000163376.11	84541	KBTBD8
ENSG00000174891	ENSG00000174891.12	51319	RSRC1
ENSG00000283667	ENSG00000283667.1		
ENSG00000255422	ENSG00000255422.1		
ENSG00000221887	ENSG00000221887.5	284293	HMSD
ENSG00000280244	ENSG00000280244.1		
ENSG00000258154	ENSG00000258154.2		
ENSG00000119681	ENSG00000119681.11	4053	LTBP2
ENSG00000157617	ENSG00000157617.16	25966	C2CD2
ENSG00000249274	ENSG00000249274.1		PDLIM1P4
ENSG00000258970	ENSG00000258970.1		
ENSG00000258624	ENSG00000258624.1		SERPINE4P
ENSG00000256980	ENSG00000256980.4	100129128	KHDC1L
ENSG00000166401	ENSG00000166401.14	5271	SERPINB8
ENSG00000214254	ENSG00000214254.3		
ENSG00000254859	ENSG00000254859.1		
ENSG00000254144	ENSG00000254144.3		
ENSG00000259152	ENSG00000259152.1		
ENSG00000180872	ENSG00000180872.4	245915	DEFB112
ENSG00000259168	ENSG00000259168.1		
ENSG00000148288	ENSG00000148288.11	26301	GBGT1
ENSG00000243501	ENSG00000243501.5		
ENSG00000197888	ENSG00000197888.2	7367	UGT2B17
ENSG00000182256	ENSG00000182256.12	2567	GABRG3
ENSG00000146205	ENSG00000146205.13	50636	ANO7
ENSG00000258742	ENSG00000258742.5		
ENSG00000226733	ENSG00000226733.2		
ENSG00000230900	ENSG00000230900.5	534	ATP6V1G2
ENSG00000232450	ENSG00000232450.1		
ENSG00000239626	ENSG00000239626.1		RPSAP41
ENSG00000233470	ENSG00000233470.1		
ENSG00000230472	ENSG00000230472.5		
ENSG00000251360	ENSG00000251360.2		KHDC1P1
ENSG00000116793	ENSG00000116793.15	10745	PHTF1
ENSG00000226590	ENSG00000226590.1		UBE2V1P10
ENSG00000068903	ENSG00000068903.19	22933	SIRT2
ENSG00000171227	ENSG00000171227.6	140738	TMEM37
ENSG00000229852	ENSG00000229852.2		
ENSG00000227412	ENSG00000227412.1		STK33P1
ENSG00000234882	ENSG00000234882.1		EIF3EP1
ENSG00000089127	ENSG00000089127.12	4938	OAS1
ENSG00000167103	ENSG00000167103.11	138429	PIP5KL1
ENSG00000228662	ENSG00000228662.2	401250	MCCD1
ENSG00000255998	ENSG00000255998.1		
ENSG00000211812	ENSG00000211812.1		TRAV26-2
ENSG00000249472	ENSG00000249472.1		
ENSG00000211813	ENSG00000211813.2		TRAV34
ENSG00000276450	ENSG00000276450.1	9437	NCR1
ENSG00000251101	ENSG00000251101.1		
ENSG00000211814	ENSG00000211814.1		TRAV35
ENSG00000008118	ENSG00000008118.9	57172	CAMK1G
ENSG00000234082	ENSG00000234082.1	106478957	DDX39B-AS1
ENSG00000211815	ENSG00000211815.3		TRAV36DV7
ENSG00000224243	ENSG00000224243.1	100505996	SOX1-OT
ENSG00000139899	ENSG00000139899.10	643866	CBLN3
ENSG00000261426	ENSG00000261426.1		
ENSG00000259068	ENSG00000259068.1		TRAV37
ENSG00000228740	ENSG00000228740.2		GABRG3-AS1
ENSG00000211816	ENSG00000211816.2		TRAV38-1
ENSG00000277552	ENSG00000277552.1	115653	KIR3DL3
ENSG00000229496	ENSG00000229496.10	7919	DDX39B
ENSG00000211817	ENSG00000211817.2		TRAV38-2DV8
ENSG00000253558	ENSG00000253558.1		
ENSG00000230452	ENSG00000230452.1	106144568	LINC01381
ENSG00000183283	ENSG00000183283.15	9802	DAZAP2
ENSG00000211818	ENSG00000211818.1		TRAV39
ENSG00000186940	ENSG00000186940.6		CHCHD2P9
ENSG00000279064	ENSG00000279064.1		
ENSG00000260102	ENSG00000260102.1		LINC01070
ENSG00000150732	ENSG00000150732.8		
ENSG00000279784	ENSG00000279784.1		
ENSG00000220522	ENSG00000220522.2		
ENSG00000279186	ENSG00000279186.1		
ENSG00000146386	ENSG00000146386.7	58527	ABRACL
ENSG00000261182	ENSG00000261182.1		
ENSG00000224278	ENSG00000224278.1		
ENSG00000085449	ENSG00000085449.14	57590	WDFY1
ENSG00000260343	ENSG00000260343.1	101928752	LINC01043
ENSG00000167088	ENSG00000167088.10	6632	SNRPD1
ENSG00000220694	ENSG00000220694.2		
ENSG00000233086	ENSG00000233086.7		
ENSG00000225006	ENSG00000225006.1		
ENSG00000235083	ENSG00000235083.1		
ENSG00000223626	ENSG00000223626.1	104266956	LINC01044
ENSG00000124743	ENSG00000124743.5	401265	KLHL31
ENSG00000231022	ENSG00000231022.1		RPS3AP9
ENSG00000237283	ENSG00000237283.1		
ENSG00000227885	ENSG00000227885.1		
ENSG00000236903	ENSG00000236903.1		
ENSG00000237405	ENSG00000237405.10	177	AGER
ENSG00000230302	ENSG00000230302.2		MTND3P4
ENSG00000238054	ENSG00000238054.1		
ENSG00000274559	ENSG00000274559.3	54145	
ENSG00000274559	ENSG00000274559.3	102724334	
ENSG00000255171	ENSG00000255171.5	102723644	LINC01499
ENSG00000230418	ENSG00000230418.2		ARL2BPP7
ENSG00000280013	ENSG00000280013.1		
ENSG00000241884	ENSG00000241884.2		
ENSG00000279769	ENSG00000279769.1		
ENSG00000254668	ENSG00000254668.1		
ENSG00000183111	ENSG00000183111.11	389337	ARHGEF37
ENSG00000228614	ENSG00000228614.1		
ENSG00000211819	ENSG00000211819.3		TRAV40
ENSG00000248191	ENSG00000248191.1		PES1P1
ENSG00000189238	ENSG00000189238.5		LINC00943
ENSG00000251199	ENSG00000251199.5		
ENSG00000211820	ENSG00000211820.1		TRAV41
ENSG00000258499	ENSG00000258499.1	101929002	LINC02287
ENSG00000260436	ENSG00000260436.1		
ENSG00000254580	ENSG00000254580.1	105369473	
ENSG00000261613	ENSG00000261613.2		
ENSG00000256221	ENSG00000256221.1		
ENSG00000269937	ENSG00000269937.1		
ENSG00000254811	ENSG00000254811.5	101928535	
ENSG00000118363	ENSG00000118363.11	9789	SPCS2
ENSG00000105428	ENSG00000105428.5	148066	ZNRF4
ENSG00000255330	ENSG00000255330.9		
ENSG00000229187	ENSG00000229187.1		MICC
ENSG00000251291	ENSG00000251291.1		LINC02462
ENSG00000226571	ENSG00000226571.1		
ENSG00000249000	ENSG00000249000.1		
ENSG00000168421	ENSG00000168421.12	399	RHOH
ENSG00000231329	ENSG00000231329.7		
ENSG00000256128	ENSG00000256128.5		LINC00944
ENSG00000230902	ENSG00000230902.1		FAM204CP
ENSG00000243469	ENSG00000243469.1		RPL7P51
ENSG00000228444	ENSG00000228444.2		
ENSG00000223573	ENSG00000223573.6		TINCR
ENSG00000279689	ENSG00000279689.1		
ENSG00000142235	ENSG00000142235.8	114783	LMTK3
ENSG00000249847	ENSG00000249847.1		
ENSG00000260060	ENSG00000260060.1		
ENSG00000093134	ENSG00000093134.14	55350	VNN3
ENSG00000164440	ENSG00000164440.14	167838	TXLNB
ENSG00000171102	ENSG00000171102.14	29989	OBP2B
ENSG00000135960	ENSG00000135960.9	10913	EDAR
ENSG00000164118	ENSG00000164118.12	80817	CEP44
ENSG00000197771	ENSG00000197771.12	79892	MCMBP
ENSG00000169783	ENSG00000169783.12	84894	LINGO1
ENSG00000264785	ENSG00000264785.1		
ENSG00000248103	ENSG00000248103.1		
ENSG00000111331	ENSG00000111331.12	4940	OAS3
